batter,bowler,runs,balls,fours,sixes,dismissals
MS Bisla,JA Morkel,31,22,5,0,1
MS Bisla,JD Unadkat,6,4,1,0,0
MS Bisla,JH Kallis,30,20,3,2,1
MS Bisla,JP Faulkner,5,7,1,0,0
MS Bisla,K Upadhyay,1,1,0,0,0
MS Bisla,KV Sharma,1,2,0,0,1
MS Bisla,KW Richardson,0,5,0,0,1
MS Bisla,M Kartik,5,3,1,0,1
MS Bisla,M Muralitharan,6,7,1,0,1
MS Bisla,MC Henriques,1,5,0,0,1
MS Bisla,MF Maharoof,2,2,0,0,0
MS Bisla,MG Johnson,5,10,1,0,0
MS Bisla,MJ McClenaghan,8,7,2,0,0
MS Bisla,MM Patel,19,7,3,1,0
MS Bisla,MM Sharma,22,18,3,0,0
MS Bisla,NLTC Perera,13,6,3,0,1
MS Bisla,P Kumar,24,31,1,2,1
MS Bisla,PP Chawla,12,23,0,0,2
MS Bisla,PP Ojha,6,6,1,0,2
MS Bisla,Parvez Rasool,0,1,0,0,0
MS Bisla,R Ashwin,52,29,3,4,0
MS Bisla,R McLaren,3,2,0,0,0
MS Bisla,R Rampaul,0,2,0,0,1
MS Bisla,R Shukla,0,1,0,0,1
MS Bisla,R Vinay Kumar,25,16,2,1,0
MS Bisla,RA Jadeja,10,11,1,0,1
MS Bisla,RP Singh,2,8,0,0,0
MS Bisla,S Randiv,8,8,1,0,0
MS Bisla,S Sreesanth,0,1,0,0,0
MS Bisla,SB Jakati,17,16,2,0,1
MS Bisla,SE Bond,9,11,1,0,0
MS Bisla,SK Trivedi,9,7,1,0,0
MS Bisla,SK Warne,19,16,1,1,2
MS Bisla,SL Malinga,11,12,1,0,1
MS Bisla,SR Watson,22,20,4,0,1
MS Bisla,STR Binny,2,3,0,0,0
MS Bisla,SW Tait,3,11,0,0,0
MS Bisla,TG Southee,2,3,0,0,0
MS Bisla,UT Yadav,0,2,0,0,1
MS Bisla,V Kohli,20,11,2,1,0
MS Bisla,V Pratap Singh,5,2,1,0,0
MS Bisla,WD Parnell,6,8,1,0,1
MS Bisla,WPUJC Vaas,0,3,0,0,0
MS Bisla,YK Pathan,0,2,0,0,0
MS Bisla,Z Khan,6,4,1,0,0
MS Dhoni,A Ashish Reddy,26,14,3,1,1
MS Dhoni,A Kumble,23,27,1,0,0
MS Dhoni,A Mishra,50,41,2,3,1
MS Dhoni,A Mithun,34,15,2,3,0
MS Dhoni,A Nehra,76,39,7,3,1
MS Dhoni,A Nortje,34,19,2,2,1
MS Dhoni,A Singh,11,3,1,1,0
MS Dhoni,A Symonds,15,16,0,1,1
MS Dhoni,A Zampa,12,4,1,1,0
MS Dhoni,AB Agarkar,46,29,6,1,0
MS Dhoni,AB Dinda,40,23,4,2,2
MS Dhoni,AB McDonald,11,4,1,1,0
MS Dhoni,AC Thomas,2,2,0,0,0
MS Dhoni,AC Voges,2,2,0,0,0
MS Dhoni,AD Mascarenhas,3,2,0,0,0
MS Dhoni,AD Mathews,7,2,0,1,0
MS Dhoni,AD Russell,50,34,6,2,2
MS Dhoni,AF Milne,9,7,1,0,1
MS Dhoni,AJ Tye,44,26,4,2,0
MS Dhoni,AN Ahmed,13,6,2,0,1
MS Dhoni,AR Patel,77,65,2,6,0
MS Dhoni,AS Joseph,3,4,0,0,0
MS Dhoni,AS Roy,1,2,0,0,0
MS Dhoni,Abdul Samad,19,14,2,0,0
MS Dhoni,Abhishek Sharma,2,3,0,0,0
MS Dhoni,Akash Madhwal,3,6,0,0,1
MS Dhoni,Ankit Sharma,3,4,0,0,0
MS Dhoni,Ankit Soni,8,14,0,0,0
MS Dhoni,Anureet Singh,25,13,1,2,0
MS Dhoni,Arshad Khan,1,1,0,0,0
MS Dhoni,Arshdeep Singh,32,18,3,2,0
MS Dhoni,Avesh Khan,49,29,6,3,2
MS Dhoni,Azhar Mahmood,0,3,0,0,0
MS Dhoni,B Akhil,3,5,0,0,0
MS Dhoni,B Kumar,102,60,7,6,0
MS Dhoni,B Lee,17,8,2,0,0
MS Dhoni,B Stanlake,9,3,0,1,0
MS Dhoni,BA Bhatt,1,3,0,0,0
MS Dhoni,BA Stokes,21,20,1,0,1
MS Dhoni,BAW Mendis,10,10,1,0,0
MS Dhoni,BB Sran,9,7,0,1,0
MS Dhoni,BE Hendricks,5,5,1,0,0
MS Dhoni,BJ Hodge,3,4,0,0,0
MS Dhoni,Basil Thampi,0,1,0,0,1
MS Dhoni,C Green,7,4,1,0,0
MS Dhoni,C Nanda,4,7,0,0,0
MS Dhoni,C Sakariya,6,5,1,0,1
MS Dhoni,C de Grandhomme,5,5,0,0,0
MS Dhoni,CH Gayle,44,25,1,4,0
MS Dhoni,CH Morris,38,27,6,0,0
MS Dhoni,CJ Anderson,34,16,1,3,0
MS Dhoni,CJ Jordan,1,1,0,0,0
MS Dhoni,CR Brathwaite,1,4,0,0,0
MS Dhoni,CRD Fernando,3,6,0,0,0
MS Dhoni,CV Varun,13,21,1,0,3
MS Dhoni,D Wiese,13,11,1,0,1
MS Dhoni,DJ Bravo,55,31,6,2,0
MS Dhoni,DJ Hooda,2,3,0,0,0
MS Dhoni,DJ Hussey,9,5,0,1,0
MS Dhoni,DJ Muthuswami,1,3,0,0,0
MS Dhoni,DJ Thornely,9,6,2,0,0
MS Dhoni,DJG Sammy,12,8,2,0,0
MS Dhoni,DL Vettori,24,28,2,0,1
MS Dhoni,DP Nannes,0,3,0,0,2
MS Dhoni,DP Vijaykumar,4,4,0,0,0
MS Dhoni,DR Sams,8,11,1,0,0
MS Dhoni,DR Smith,5,9,0,0,0
MS Dhoni,DS Kulkarni,42,24,5,1,0
MS Dhoni,DT Christian,12,11,1,0,1
MS Dhoni,DW Steyn,111,59,9,7,2
MS Dhoni,GB Hogg,0,1,0,0,0
MS Dhoni,GD McGrath,14,13,1,0,0
MS Dhoni,GJ Maxwell,6,3,1,0,0
MS Dhoni,GS Sandhu,6,4,1,0,0
MS Dhoni,Gurkeerat Singh,1,1,0,0,0
MS Dhoni,HF Gurney,3,2,0,0,0
MS Dhoni,HH Pandya,42,31,2,3,1
MS Dhoni,HR Shokeen,7,7,0,1,0
MS Dhoni,HV Patel,25,35,2,0,4
MS Dhoni,Harbhajan Singh,47,39,3,2,1
MS Dhoni,Harmeet Singh,15,12,2,0,1
MS Dhoni,Harpreet Brar,1,5,0,0,0
MS Dhoni,Harshit Rana,3,5,0,0,0
MS Dhoni,I Sharma,29,21,4,0,1
MS Dhoni,IK Pathan,80,42,4,6,0
MS Dhoni,IS Sodhi,7,5,0,0,0
MS Dhoni,Imran Tahir,8,15,0,0,1
MS Dhoni,Iqbal Abdulla,34,30,2,1,0
MS Dhoni,J Botha,8,8,1,0,0
MS Dhoni,J Little,12,5,1,1,0
MS Dhoni,J Suchith,5,9,0,0,0
MS Dhoni,J Syed Mohammad,5,5,0,0,0
MS Dhoni,J Theron,22,13,3,0,0
MS Dhoni,J Yadav,14,12,1,1,0
MS Dhoni,JA Morkel,7,6,1,0,0
MS Dhoni,JC Archer,44,37,4,0,0
MS Dhoni,JD Unadkat,106,44,8,7,1
MS Dhoni,JDS Neesham,2,1,0,0,0
MS Dhoni,JEC Franklin,12,6,1,1,0
MS Dhoni,JH Kallis,47,39,4,1,1
MS Dhoni,JJ Bumrah,62,64,3,2,4
MS Dhoni,JO Holder,2,2,0,0,0
MS Dhoni,JP Behrendorff,3,4,0,0,0
MS Dhoni,JP Duminy,3,2,0,0,0
MS Dhoni,JP Faulkner,48,29,2,3,1
MS Dhoni,JR Hazlewood,11,6,2,0,1
MS Dhoni,JR Hopes,20,15,1,1,1
MS Dhoni,Jaskaran Singh,8,3,2,0,0
MS Dhoni,K Goel,11,4,2,0,0
MS Dhoni,K Gowtham,3,3,0,0,0
MS Dhoni,K Kartikeya,11,8,2,0,0
MS Dhoni,K Khejroliya,2,2,0,0,0
MS Dhoni,K Rabada,7,15,0,0,1
MS Dhoni,KA Pollard,100,51,10,6,3
MS Dhoni,KH Pandya,33,30,2,2,0
MS Dhoni,KJ Abbott,1,1,0,0,0
MS Dhoni,KK Ahmed,51,24,2,5,0
MS Dhoni,KK Cooper,23,19,1,0,1
MS Dhoni,KL Nagarkoti,1,2,0,0,0
MS Dhoni,KMA Paul,12,11,1,0,0
MS Dhoni,KP Pietersen,3,4,0,0,0
MS Dhoni,KV Sharma,37,29,1,4,0
MS Dhoni,KW Richardson,4,5,0,0,0
MS Dhoni,Kamran Khan,9,5,0,1,0
MS Dhoni,Karanveer Singh,18,12,0,1,0
MS Dhoni,Kartik Tyagi,11,7,2,0,0
MS Dhoni,Kuldeep Yadav,50,32,1,4,2
MS Dhoni,L Balaji,44,24,4,2,1
MS Dhoni,L Ngidi,1,1,0,0,0
MS Dhoni,LE Plunkett,2,2,0,0,0
MS Dhoni,LH Ferguson,19,9,1,2,0
MS Dhoni,LJ Wright,10,2,1,1,0
MS Dhoni,LR Shukla,37,19,4,1,0
MS Dhoni,LRPL Taylor,8,3,0,1,0
MS Dhoni,LS Livingstone,16,15,1,1,0
MS Dhoni,M Ashwin,7,12,1,0,0
MS Dhoni,M Jansen,5,3,1,0,1
MS Dhoni,M Kartik,46,37,1,2,0
MS Dhoni,M Markande,14,8,1,1,1
MS Dhoni,M Morkel,34,13,4,2,1
MS Dhoni,M Muralitharan,11,7,1,0,0
MS Dhoni,M Prasidh Krishna,22,12,1,2,0
MS Dhoni,M Theekshana,2,3,0,0,0
MS Dhoni,M de Lange,23,9,3,1,0
MS Dhoni,MA Khote,10,6,0,1,1
MS Dhoni,MA Starc,25,17,3,0,0
MS Dhoni,MA Wood,12,3,0,2,1
MS Dhoni,MC Henriques,11,11,1,0,0
MS Dhoni,MG Johnson,59,40,2,5,1
MS Dhoni,MJ McClenaghan,31,25,2,2,1
MS Dhoni,MJ Santner,2,2,0,0,0
MS Dhoni,MM Patel,17,14,2,0,1
MS Dhoni,MM Sharma,61,36,5,4,3
MS Dhoni,MN Samuels,16,8,1,1,0
MS Dhoni,MP Stoinis,23,23,2,1,0
MS Dhoni,MR Marsh,15,9,1,1,1
MS Dhoni,Mohammad Asif,21,16,2,0,1
MS Dhoni,Mohammad Hafeez,3,4,0,0,0
MS Dhoni,Mohammed Shami,37,21,2,2,1
MS Dhoni,Mohammed Siraj,52,29,5,2,0
MS Dhoni,Mohsin Khan,11,4,1,1,0
MS Dhoni,Mujeeb Ur Rahman,6,8,0,0,0
MS Dhoni,Mukesh Kumar,25,13,3,1,0
MS Dhoni,Mustafizur Rahman,12,11,0,0,0
MS Dhoni,NLTC Perera,8,5,1,0,1
MS Dhoni,NM Coulter-Nile,13,9,0,2,1
MS Dhoni,Naman Dhir,0,2,0,0,0
MS Dhoni,Navdeep Saini,15,21,2,0,0
MS Dhoni,OC McCoy,3,3,0,0,0
MS Dhoni,OF Smith,2,3,0,0,0
MS Dhoni,P Awana,20,15,2,1,1
MS Dhoni,P Kumar,46,30,5,2,1
MS Dhoni,P Negi,36,27,1,4,0
MS Dhoni,PJ Cummins,6,8,0,0,0
MS Dhoni,PJ Sangwan,12,11,1,0,0
MS Dhoni,PM Sarvesh Kumar,8,3,2,0,0
MS Dhoni,PP Chawla,82,59,5,4,2
MS Dhoni,PP Ojha,98,96,3,5,6
MS Dhoni,PV Tambe,11,14,1,0,1
MS Dhoni,PWH de Silva,3,9,0,0,0
MS Dhoni,Pankaj Singh,2,3,0,0,0
MS Dhoni,Parvez Rasool,6,8,0,0,0
MS Dhoni,R Ashwin,33,32,1,1,0
MS Dhoni,R Bhatia,21,24,0,0,1
MS Dhoni,R Dhawan,9,9,0,1,1
MS Dhoni,R McLaren,12,7,2,0,0
MS Dhoni,R Parag,19,12,0,2,0
MS Dhoni,R Rampaul,21,9,1,2,1
MS Dhoni,R Sathish,1,1,0,0,0
MS Dhoni,R Sharma,21,19,2,0,1
MS Dhoni,R Tewatia,9,15,0,0,0
MS Dhoni,R Vinay Kumar,32,24,0,2,1
MS Dhoni,RA Jadeja,30,24,1,3,2
MS Dhoni,RD Chahar,19,34,0,1,2
MS Dhoni,RE van der Merwe,32,38,0,0,2
MS Dhoni,RG Sharma,9,10,0,0,0
MS Dhoni,RJ Harris,26,12,4,0,1
MS Dhoni,RJ Peterson,15,6,1,1,0
MS Dhoni,RP Meredith,11,7,1,1,0
MS Dhoni,RP Singh,43,32,5,1,1
MS Dhoni,RR Bhatkal,14,5,1,1,0
MS Dhoni,RR Raje,9,7,1,0,0
MS Dhoni,RS Bopara,17,11,3,0,0
MS Dhoni,RV Gomez,1,1,0,0,0
MS Dhoni,Ramandeep Singh,1,1,0,0,0
MS Dhoni,Rashid Khan,41,42,3,2,1
MS Dhoni,Ravi Bishnoi,11,10,2,0,1
MS Dhoni,S Aravind,22,14,0,2,1
MS Dhoni,S Badree,12,10,2,0,0
MS Dhoni,S Gopal,34,30,0,2,1
MS Dhoni,S Kaul,62,36,5,4,1
MS Dhoni,S Kaushik,2,3,0,0,0
MS Dhoni,S Ladda,9,5,0,1,0
MS Dhoni,S Lamichhane,5,6,0,0,0
MS Dhoni,S Nadeem,22,23,0,1,0
MS Dhoni,S Narwal,8,4,1,0,0
MS Dhoni,S Sreesanth,7,9,0,0,1
MS Dhoni,SB Bangar,8,9,0,0,0
MS Dhoni,SB Jakati,17,9,1,1,0
MS Dhoni,SB Styris,15,11,2,0,0
MS Dhoni,SE Bond,20,7,2,1,0
MS Dhoni,SK Trivedi,38,31,3,1,1
MS Dhoni,SK Warne,12,16,0,1,1
MS Dhoni,SL Malinga,89,61,5,5,2
MS Dhoni,SM Curran,38,17,2,3,0
MS Dhoni,SM Pollock,0,6,0,0,0
MS Dhoni,SN Thakur,11,4,1,1,0
MS Dhoni,SP Narine,40,77,1,0,2
MS Dhoni,SR Watson,43,37,3,2,3
MS Dhoni,ST Jayasuriya,12,9,0,1,0
MS Dhoni,STR Binny,19,15,2,0,0
MS Dhoni,SW Tait,0,1,0,0,0
MS Dhoni,Sandeep Sharma,37,24,1,3,1
MS Dhoni,Shahid Afridi,9,7,2,0,0
MS Dhoni,Shakib Al Hasan,4,5,0,0,0
MS Dhoni,Shivam Mavi,16,13,1,1,0
MS Dhoni,Shoaib Ahmed,5,9,0,0,0
MS Dhoni,Shoaib Malik,1,2,0,0,0
MS Dhoni,Sohail Tanvir,16,8,1,1,1
MS Dhoni,Sunny Gupta,14,4,0,2,0
MS Dhoni,Suyash Sharma,4,4,0,0,0
MS Dhoni,Swapnil Singh,2,5,0,0,1
MS Dhoni,T Natarajan,26,16,3,1,2
MS Dhoni,T Shamsi,18,11,2,0,0
MS Dhoni,TA Boult,82,44,7,5,2
MS Dhoni,TG Southee,9,4,1,0,0
MS Dhoni,TK Curran,37,14,3,3,0
MS Dhoni,TL Suman,12,10,1,0,0
MS Dhoni,TU Deshpande,15,7,1,1,0
MS Dhoni,UT Yadav,68,37,4,4,1
MS Dhoni,Umran Malik,7,5,1,0,0
MS Dhoni,V Kohli,12,9,0,0,0
MS Dhoni,V Nigam,3,4,0,0,0
MS Dhoni,V Pratap Singh,1,2,0,0,0
MS Dhoni,V Sehwag,14,11,1,1,0
MS Dhoni,VG Arora,3,4,0,0,0
MS Dhoni,VR Aaron,13,8,2,0,1
MS Dhoni,VRV Singh,31,17,2,2,0
MS Dhoni,VY Mahesh,5,10,0,0,1
MS Dhoni,WD Parnell,0,2,0,0,0
MS Dhoni,WPUJC Vaas,3,3,0,0,0
MS Dhoni,Y Venugopal Rao,10,8,0,1,0
MS Dhoni,YK Pathan,4,6,0,0,0
MS Dhoni,YS Chahal,108,81,3,8,4
MS Dhoni,Yash Dayal,14,8,1,1,2
MS Dhoni,Yash Thakur,16,5,2,1,1
MS Dhoni,Yuvraj Singh,59,36,4,4,0
MS Dhoni,Z Khan,74,42,5,5,7
MS Dhoni,Zeeshan Ansari,4,4,1,0,0
MS Gony,DJ Bravo,0,1,0,0,0
MS Gony,DL Vettori,6,2,0,1,0
MS Gony,Harbhajan Singh,0,3,0,0,1
MS Gony,J Theron,1,3,0,0,1
MS Gony,JH Kallis,0,3,0,0,1
MS Gony,JP Faulkner,2,2,0,0,1
MS Gony,KK Cooper,1,1,0,0,0
MS Gony,L Balaji,14,6,1,1,0
MS Gony,MM Patel,0,1,0,0,0
MS Gony,NLTC Perera,0,1,0,0,0
MS Gony,P Kumar,4,2,1,0,1
MS Gony,PP Chawla,7,6,0,1,1
MS Gony,R McLaren,0,1,0,0,1
MS Gony,RA Jadeja,1,4,0,0,1
MS Gony,RP Singh,0,2,0,0,0
MS Gony,SB Bangar,15,4,0,2,0
MS Gony,SB Jakati,3,4,0,0,0
MS Gony,SMSM Senanayake,9,4,2,0,0
MS Gony,SP Narine,19,7,1,2,0
MS Gony,SR Watson,0,1,0,0,0
MS Gony,Shoaib Malik,11,3,1,1,0
MS Gony,Sohail Tanvir,3,5,0,0,0
MS Gony,VY Mahesh,2,2,0,0,0
MS Gony,WA Mota,1,2,0,0,0
MS Wade,A Mithun,3,3,0,0,1
MS Wade,AC Thomas,0,4,0,0,0
MS Wade,Avesh Khan,5,5,1,0,1
MS Wade,B Kumar,9,6,2,0,0
MS Wade,CH Gayle,1,1,0,0,0
MS Wade,DJ Hooda,1,3,0,0,1
MS Wade,DL Vettori,4,5,0,0,0
MS Wade,GJ Maxwell,1,4,0,0,1
MS Wade,JDS Neesham,12,6,3,0,0
MS Wade,JP Faulkner,1,2,0,0,0
MS Wade,JR Hazlewood,15,9,2,1,0
MS Wade,K Rabada,0,1,0,0,1
MS Wade,KH Pandya,6,7,0,0,0
MS Wade,KR Sen,2,4,0,0,1
MS Wade,M Jansen,2,3,0,0,0
MS Wade,M Pathirana,11,4,2,0,0
MS Wade,M Prasidh Krishna,13,12,1,1,0
MS Wade,MJ Santner,6,6,0,0,0
MS Wade,MM Ali,3,5,0,0,1
MS Wade,MR Marsh,6,8,0,0,1
MS Wade,Mohsin Khan,13,8,2,0,0
MS Wade,Mustafizur Rahman,1,2,0,0,1
MS Wade,OC McCoy,0,1,0,0,1
MS Wade,PVD Chameera,9,5,2,0,0
MS Wade,R Ashwin,2,6,0,0,0
MS Wade,R Sharma,6,9,0,0,1
MS Wade,Ravi Bishnoi,6,8,1,0,0
MS Wade,SS Mundhe,1,1,0,0,0
MS Wade,T Natarajan,1,2,0,0,0
MS Wade,TA Boult,21,14,4,0,1
MS Wade,Umran Malik,0,1,0,0,1
MS Wade,VG Arora,6,6,1,0,0
MS Wade,Washington Sundar,7,7,1,0,0
MS Wade,YS Chahal,9,9,1,0,0
MV Boucher,A Mishra,2,3,0,0,0
MV Boucher,A Nehra,28,17,4,1,0
MV Boucher,A Symonds,1,1,0,0,0
MV Boucher,AB Agarkar,8,6,1,0,0
MV Boucher,AB Dinda,7,7,1,0,0
MV Boucher,AB McDonald,1,1,0,0,0
MV Boucher,AD Mathews,0,1,0,0,0
MV Boucher,BAW Mendis,0,2,0,0,0
MV Boucher,BJ Hodge,11,5,0,1,0
MV Boucher,C Nanda,11,7,0,1,0
MV Boucher,CH Gayle,13,6,2,0,0
MV Boucher,CK Langeveldt,1,2,0,0,0
MV Boucher,CRD Fernando,0,2,0,0,1
MV Boucher,DJ Bravo,7,7,0,0,0
MV Boucher,DL Vettori,16,14,1,0,0
MV Boucher,DP Nannes,8,7,1,0,0
MV Boucher,DS Kulkarni,8,6,0,0,0
MV Boucher,GD McGrath,4,2,1,0,0
MV Boucher,Harbhajan Singh,16,10,2,0,0
MV Boucher,Harmeet Singh,4,5,1,0,1
MV Boucher,I Sharma,17,15,1,0,0
MV Boucher,IK Pathan,9,7,1,0,0
MV Boucher,JA Morkel,14,10,3,0,1
MV Boucher,JR Hopes,16,9,2,1,0
MV Boucher,Joginder Sharma,1,3,0,0,0
MV Boucher,L Balaji,8,7,1,0,0
MV Boucher,LR Shukla,2,2,0,0,0
MV Boucher,M Kartik,22,9,3,1,0
MV Boucher,M Muralitharan,1,5,0,0,1
MV Boucher,MM Patel,2,3,0,0,0
MV Boucher,MS Gony,2,2,0,0,1
MV Boucher,Mohammad Asif,3,3,0,0,0
MV Boucher,P Amarnath,1,1,0,0,0
MV Boucher,PJ Sangwan,16,12,0,2,2
MV Boucher,PP Chawla,9,9,1,0,0
MV Boucher,PP Ojha,6,4,1,0,0
MV Boucher,R Ashwin,10,5,0,1,0
MV Boucher,RA Jadeja,3,5,0,0,1
MV Boucher,RP Singh,9,6,1,0,2
MV Boucher,S Sreesanth,2,2,0,0,0
MV Boucher,SB Styris,2,4,0,0,0
MV Boucher,SC Ganguly,6,14,0,0,1
MV Boucher,SK Trivedi,1,1,0,0,0
MV Boucher,SK Warne,3,7,0,0,1
MV Boucher,SL Malinga,18,9,1,1,0
MV Boucher,SM Pollock,16,10,2,0,0
MV Boucher,ST Jayasuriya,8,4,0,1,0
MV Boucher,Shahid Afridi,4,4,0,0,0
MV Boucher,Sohail Tanvir,1,2,0,0,0
MV Boucher,Umar Gul,3,4,0,0,0
MV Boucher,V Sehwag,18,5,1,2,0
MV Boucher,VRV Singh,3,4,0,0,0
MV Boucher,VY Mahesh,3,4,0,0,0
MV Boucher,Yuvraj Singh,2,5,0,0,1
MW Short,AS Joseph,10,6,1,1,0
MW Short,Abhishek Sharma,7,3,1,0,0
MW Short,Akash Madhwal,3,2,0,0,0
MW Short,Arjun Tendulkar,2,4,0,0,0
MW Short,Arshad Khan,15,8,2,1,0
MW Short,Avesh Khan,12,6,3,0,0
MW Short,B Kumar,1,1,0,0,0
MW Short,Brijesh Sharma,1,5,0,0,0
MW Short,C Green,4,2,1,0,1
MW Short,E Malinga,6,4,1,0,1
MW Short,J Little,7,6,1,0,0
MW Short,JC Archer,2,3,0,0,0
MW Short,JP Behrendorff,5,4,1,0,0
MW Short,K Gowtham,7,5,0,1,1
MW Short,K Kartikeya,4,6,0,0,0
MW Short,K Rabada,19,11,2,1,1
MW Short,M Jansen,0,2,0,0,1
MW Short,MA Wood,4,5,0,0,0
MW Short,Mohammed Shami,18,10,4,0,0
MW Short,Mohammed Siraj,6,4,1,0,0
MW Short,Nithish Kumar Reddy,3,6,0,0,0
MW Short,PP Chawla,3,7,0,0,1
MW Short,PP Hinge,5,2,1,0,0
MW Short,PWH de Silva,0,1,0,0,1
MW Short,Rashid Khan,1,2,0,0,1
MW Short,Sakib Hussain,7,7,0,0,0
MW Short,Sandeep Sharma,1,2,0,0,1
MW Short,Shivang Kumar,4,7,0,0,0
MW Short,WD Parnell,7,5,0,1,0
MW Short,Yudhvir Singh,11,6,2,0,0
Mandeep Singh,A Ashish Reddy,9,7,0,1,1
Mandeep Singh,A Chandila,1,8,0,0,1
Mandeep Singh,A Mishra,32,31,3,0,2
Mandeep Singh,A Nehra,29,14,6,0,0
Mandeep Singh,AA Chavan,22,13,2,1,1
Mandeep Singh,AA Jhunjhunwala,13,9,2,0,0
Mandeep Singh,AB Dinda,23,16,3,0,0
Mandeep Singh,AB McDonald,8,6,1,0,0
Mandeep Singh,AD Mathews,5,5,0,0,0
Mandeep Singh,AD Russell,22,14,0,2,1
Mandeep Singh,AJ Tye,12,11,0,0,1
Mandeep Singh,AM Salvi,1,1,0,0,0
Mandeep Singh,AR Patel,34,37,1,1,3
Mandeep Singh,AS Rajpoot,8,11,0,0,0
Mandeep Singh,Ankit Sharma,6,3,1,0,0
Mandeep Singh,Ankit Soni,1,3,0,0,0
Mandeep Singh,Arshdeep Singh,0,1,0,0,1
Mandeep Singh,Avesh Khan,2,3,0,0,0
Mandeep Singh,B Kumar,35,32,4,0,1
Mandeep Singh,B Laughlin,24,10,4,0,0
Mandeep Singh,B Lee,4,4,1,0,0
Mandeep Singh,BA Stokes,5,3,0,0,0
Mandeep Singh,BAW Mendis,15,11,2,0,0
Mandeep Singh,BE Hendricks,2,3,0,0,0
Mandeep Singh,BW Hilfenhaus,11,11,2,0,0
Mandeep Singh,C de Grandhomme,10,8,1,0,0
Mandeep Singh,CH Morris,25,19,2,1,0
Mandeep Singh,CJ Dala,8,6,0,1,0
Mandeep Singh,CJ McKay,14,6,3,0,0
Mandeep Singh,CR Woakes,13,7,1,1,0
Mandeep Singh,CV Varun,13,12,2,0,0
Mandeep Singh,DJ Bravo,15,17,0,0,1
Mandeep Singh,DJ Harris,4,1,1,0,0
Mandeep Singh,DJ Willey,0,1,0,0,1
Mandeep Singh,DL Chahar,6,4,1,0,0
Mandeep Singh,DL Vettori,6,6,0,0,0
Mandeep Singh,DP Nannes,8,9,1,0,1
Mandeep Singh,DS Kulkarni,24,14,2,2,0
Mandeep Singh,DT Christian,18,12,3,0,0
Mandeep Singh,DW Steyn,2,5,0,0,1
Mandeep Singh,GB Hogg,8,4,0,1,0
Mandeep Singh,GH Vihari,1,4,0,0,0
Mandeep Singh,GJ Maxwell,0,1,0,0,1
Mandeep Singh,HF Gurney,1,2,0,0,1
Mandeep Singh,HH Pandya,19,17,3,0,1
Mandeep Singh,HV Patel,11,10,0,0,1
Mandeep Singh,Harbhajan Singh,6,11,0,0,0
Mandeep Singh,I Sharma,10,8,1,0,1
Mandeep Singh,IK Pathan,21,12,5,0,1
Mandeep Singh,IS Sodhi,3,2,0,0,0
Mandeep Singh,Imran Tahir,10,11,0,0,0
Mandeep Singh,J Botha,12,8,2,0,0
Mandeep Singh,J Theron,3,5,0,0,0
Mandeep Singh,JA Morkel,33,24,5,0,1
Mandeep Singh,JC Archer,0,3,0,0,2
Mandeep Singh,JD Ryder,7,7,0,0,1
Mandeep Singh,JD Unadkat,28,16,3,1,0
Mandeep Singh,JH Kallis,15,19,2,0,2
Mandeep Singh,JJ Bumrah,17,7,2,1,0
Mandeep Singh,JP Faulkner,31,15,5,1,0
Mandeep Singh,K Gowtham,8,4,0,1,0
Mandeep Singh,K Rabada,20,11,2,1,0
Mandeep Singh,KA Pollard,2,3,0,0,1
Mandeep Singh,KH Pandya,15,13,1,0,1
Mandeep Singh,KK Ahmed,5,3,0,0,0
Mandeep Singh,KK Cooper,1,2,0,0,0
Mandeep Singh,KMDN Kulasekara,12,11,2,0,0
Mandeep Singh,KP Appanna,0,1,0,0,1
Mandeep Singh,KV Sharma,1,2,0,0,1
Mandeep Singh,Kuldeep Yadav,2,5,0,0,0
Mandeep Singh,L Balaji,32,20,6,0,1
Mandeep Singh,LH Ferguson,27,19,3,1,1
Mandeep Singh,LJ Wright,7,6,0,0,0
Mandeep Singh,M Ashwin,0,2,0,0,1
Mandeep Singh,M Kartik,11,6,2,0,0
Mandeep Singh,M Markande,3,4,0,0,0
Mandeep Singh,M Morkel,18,12,4,0,1
Mandeep Singh,M Prasidh Krishna,16,13,3,0,0
Mandeep Singh,MA Starc,5,4,1,0,0
Mandeep Singh,MC Henriques,5,3,1,0,0
Mandeep Singh,MG Johnson,10,9,1,0,0
Mandeep Singh,MJ McClenaghan,11,8,2,0,1
Mandeep Singh,MM Ali,1,1,0,0,0
Mandeep Singh,MM Patel,14,7,3,0,0
Mandeep Singh,MM Sharma,28,33,2,1,2
Mandeep Singh,MN Samuels,7,8,1,0,0
Mandeep Singh,MP Stoinis,5,5,0,0,0
Mandeep Singh,MR Marsh,20,13,1,1,0
Mandeep Singh,MS Gony,0,1,0,0,1
Mandeep Singh,Mohammed Shami,9,5,2,0,0
Mandeep Singh,Mohammed Siraj,4,4,0,0,0
Mandeep Singh,Mujeeb Ur Rahman,6,3,1,0,0
Mandeep Singh,Mustafizur Rahman,5,3,1,0,0
Mandeep Singh,N Rana,6,3,1,0,0
Mandeep Singh,NM Coulter-Nile,3,5,0,0,0
Mandeep Singh,Navdeep Saini,11,9,1,0,0
Mandeep Singh,P Kumar,0,1,0,0,1
Mandeep Singh,PJ Cummins,32,19,4,2,1
Mandeep Singh,PP Chawla,60,31,4,3,0
Mandeep Singh,PP Ojha,5,6,0,0,0
